USER_ID,ITEM_ID,EVENT_TYPE,TIMESTAMP
508,8006,click,964623306
492,3596,buy,986935302
68,1890,buy,945079858
106,3811,view,945173385
525,4473,click,945078863
452,2181,buy,964622684
469,3901,view,986848894
227,1540,view,945079790
187,6526,click,945079013
429,9390,view,945078542
326,9669,buy,964539986
393,5743,view,964778621
177,1075,view,945173553
266,4966,view,964539628
569,6113,view,945078814
371,8201,click,964539140
165,2727,view,986935016
503,316,view,945078708
10,5764,click,986934870
294,9892,click,945078528
339,4630,click,945078946
112,473,buy,986848610
536,1596,view,986936200
60,89,buy,945079920
414,4859,view,986934884
290,1022,buy,964778197
358,2882,view,964622487
178,8857,view,964539121
560,5939,view,964538930
541,5749,click,964539771
51,8470,view,964539828
16,7558,view,964623306
179,1060,buy,986934498
20,3397,click,964622758
208,6899,view,964538329
494,4024,view,964539395
310,7012,buy,986849238
238,7859,buy,964538243
28,6864,buy,986848908
310,7375,view,964538351
92,6138,click,986849212
559,2076,click,986935199
420,9436,view,964539085
68,7706,view,986936207
313,5835,view,986849180
51,4973,buy,986934465
453,3248,view,986849149
191,8205,view,986849164
513,514,view,986849130
296,3127,view,986934819
306,4921,click,986849254
386,3285,view,986848856
185,2333,view,986849180
103,4329,view,986849201
208,3842,click,986849226
456,2905,click,986849149
49,3247,click,986848753
243,9260,click,986848665
144,4794,view,986934901
196,7415,click,986848685
590,1058,click,986848700
230,7517,view,1007569424
450,3829,view,986848685
213,6041,view,1007574542
124,8530,view,1007569465
63,3982,view,1007569424
34,1647,buy,1007574470
358,718,view,1007569465
532,7209,buy,1007569586
180,7915,click,1007574509
107,1843,click,1007569586
154,7005,view,1007574532
197,3525,view,1007569445
533,9299,view,1007569445
335,1574,click,1007574532
259,6650,click,1007569465
243,5144,view,1007569424
420,5770,view,847434962
605,9401,view,847435238
315,8329,view,847434881
112,6912,buy,847435292
279,856,view,847434961
516,5897,view,847434881
125,8581,click,847435238
606,1565,click,847434880
334,1864,click,847434748
528,3195,click,847434802
544,1580,view,847435292
320,616,click,847435337
268,8236,buy,847435292
13,2196,view,847435238
413,5960,view,847435129
342,8019,view,847435311
374,3153,click,847435311
420,5309,view,847434748
547,9120,view,847435337
232,2128,view,847434832
75,2104,buy,847434880
293,3346,click,847434802
544,7938,click,847434832
152,589,view,847435238
234,5486,view,847434882
197,2453,click,847435129
387,8335,click,847434748
582,8778,buy,847435292
307,1287,view,847434801
347,9287,view,847435337
80,9575,view,847435311
53,2708,view,847435129
41,9997,view,847434960
355,5421,view,847435258
424,1188,click,847435311
464,7428,view,847434801
551,4478,click,847435258
273,8853,view,847434747
563,3856,click,847434747
441,5296,click,847435238
16,6500,view,847434832
114,9427,buy,847435292
23,6968,click,847434962
429,1807,view,847435258
607,8281,view,845553522
352,7771,view,845554296
190,661,buy,845554349
79,2520,view,845553938
409,5672,view,845553757
409,9348,buy,845554264
101,1221,view,845555281
95,6256,view,845553253
415,111,view,845553489
447,883,view,845555588
534,6952,view,845554505
583,6110,buy,845553819
271,2334,buy,845553559
164,6754,click,845553382
399,5591,click,845553382
324,2530,view,845553875
156,5124,click,845554397
575,7105,click,845553695
319,4062,view,845555362
603,6102,view,845555402
190,1201,view,845553819
144,2278,view,845553426
134,2180,view,845553354
263,8696,view,845553726
420,8336,buy,845554962
193,3253,click,845555607
441,8554,view,845553907
221,2296,buy,845554551
29,4907,view,845553317
374,2439,buy,845553381
49,930,view,845555402
274,207,view,845554263
277,8486,view,845555454
218,7873,click,845553660
29,2457,view,845555070
137,2631,view,845555151
301,1760,buy,845555317
589,9125,click,845554907
298,7465,view,845556131
45,7477,view,845555300
446,7633,view,845555694
574,5432,view,845555124
127,3808,buy,845555454
356,6492,view,845554584
315,1522,view,845553559
212,2311,view,845555151
392,2562,view,845555436
380,8852,view,845554349
133,6671,view,845553757
447,9277,buy,845553283
64,7150,view,845553994
238,7382,click,845556257
131,7742,buy,845555342
558,4365,view,845554987
126,8692,view,845555024
122,2788,view,845553586
567,1554,buy,845553966
278,6661,view,845555607
327,4197,view,845553110
543,609,view,845553586
115,2565,click,845553146
418,2377,view,845553660
489,4394,view,845555006
37,8647,buy,845553457
505,3957,view,845553253
298,6131,view,845553907
301,7919,buy,845553146
476,9326,view,845553695
533,7695,buy,845554263
298,4267,view,845555402
330,6823,view,845554479
258,1412,buy,845554931
69,2453,view,845555362
445,680,buy,845555006
476,9184,view,845553938
536,8465,buy,845553283
337,3924,view,845553619
220,9858,view,845556241
503,8532,buy,845554931
462,4653,view,845554455
58,9131,click,845553586
499,3610,view,845556290
231,8924,buy,845553619
559,1283,click,845555477
55,4630,view,845554024
303,1102,buy,845553253
144,5327,click,845556106
507,9320,buy,845556310
228,5818,view,845556181
588,7083,view,845554099
206,7997,view,845555382
458,625,view,845553994
295,1734,click,845556131
61,8379,buy,845554024
411,9627,view,845553794
373,1311,click,845553381
562,9669,buy,845553966
410,7072,view,845553174
34,1430,click,845554176
150,9398,view,845553559
111,7680,click,845553875
521,1298,view,845554987
473,2205,view,845555571
289,9151,view,845555588
298,4735,click,845554263
390,6394,view,845555588
592,2636,click,845556257
106,2340,view,845553619
566,9363,view,845553283
445,1529,click,845555655
585,2258,click,845553726
441,7580,click,845554176
571,9931,view,845555172
196,1768,view,845553695
465,6133,click,845554551
40,4444,view,845553726
349,9006,click,845553457
225,8825,click,845554376
607,4140,click,845555172
408,9129,click,845555249
66,6042,click,845553875
374,4711,click,845555151
198,1798,click,845553907
488,4207,click,845553844
172,6089,view,845555436
89,5949,click,845554320
563,8138,click,845553522
413,3425,buy,845553283
584,1839,view,845554455
435,566,view,845555571
440,9460,view,845553253
475,4990,click,845553660
561,7560,view,845553110
212,9599,view,845555436
319,4437,buy,845554099
100,7838,view,845555546
562,1617,view,845556119
484,2160,click,845555151
156,3779,view,845555546
75,9931,view,845554603
444,9080,view,845553522
162,2944,buy,845553174
27,2464,click,845553457
477,879,buy,845553200
607,5795,view,845554062
604,2821,buy,845553200
314,8485,view,845555071
318,9886,click,845555046
402,3335,view,845553757
391,5851,click,845556223
50,810,buy,845553586
390,7308,click,845553253
571,6960,view,845555265
435,8088,view,845553938
154,1531,view,845555172
558,8357,click,845553146
371,784,buy,845555300
581,6719,click,845553938
192,2239,view,845553146
571,9009,view,845553489
430,7161,buy,845554455
516,2820,view,845555382
373,9756,view,845553726
64,6006,view,845555402
516,3646,view,845553819
332,989,buy,845553200
30,359,click,845553457
390,3826,view,845555265
298,8312,buy,845556412
181,2525,view,845555094
351,3375,view,845554376
142,9937,view,845553994
565,8092,buy,845553317
296,2519,click,845554962
20,5898,buy,845553317
506,5315,view,845553726
386,9634,click,845553794
281,464,click,845554141
482,9578,buy,845554296
385,460,view,845553317
81,9927,click,845554987
172,66,view,845553110
95,4662,click,845553994
301,5256,view,845554397
541,4371,click,845554320
384,6959,view,845554603
135,1316,view,845553354
23,1966,view,845554505
538,6049,click,845554420
486,8818,view,845554962
608,3055,click,845554224
330,4098,click,845554551
362,9677,click,845553489
313,8200,view,845553200
180,7266,view,845553489
489,1008,view,845554505
470,3928,view,845553457
485,5260,view,845555124
226,9137,click,845555024
70,8630,view,845553283
3,3109,view,845554062
124,6205,view,845553174
573,3120,buy,845555546
484,3338,buy,845555281
125,649,view,845553844
423,671,view,845553907
213,5649,click,845555477
580,5749,view,845555632
293,5490,view,845553522
120,7778,view,845554099
334,3146,view,845554141
590,7549,click,845553200
237,1335,view,845553794
401,4533,click,845554505
517,8417,view,845554584
243,6276,view,845554141
241,857,click,845555172
174,5775,click,845554176
526,6668,click,845553819
459,6406,click,845553354
264,6068,view,845554455
20,5922,click,845555317
210,1065,view,845553586
222,6681,view,845553522
106,4669,buy,845555546
256,2156,view,845553794
419,2111,view,845554908
500,9403,view,845553844
120,6446,view,845554479
55,7397,view,845553426
301,8966,view,845554296
462,1272,click,845554224
16,5366,view,845556181
434,4594,buy,845554551
526,8311,buy,845553426
85,5434,click,845554099
169,3204,buy,845554524
286,6221,click,845554099
505,3717,buy,845554349
152,9945,view,845554908
486,7903,click,845553875
465,767,view,845553559
149,1458,click,845555342
504,1017,view,845555070
258,6130,buy,845553381
547,3733,click,845553146
507,9747,buy,845553317
450,3844,view,845553109
610,4216,click,845553109
350,4549,view,845553174
230,2002,click,845553819
181,3166,buy,845553174
496,6751,view,845554141
494,8376,click,845553354
477,4415,click,845555024
307,808,buy,845553844
7,7208,view,845555342
249,5118,buy,845554062
294,9604,view,845555300
97,8014,view,845555265
571,7111,view,845555046
147,5870,view,845555362
320,2980,click,845555151
597,2386,buy,845556147
27,8098,view,845555342
74,3129,buy,845555694
165,3220,buy,845556378
578,9542,view,845556147
484,6041,view,845555571
264,9213,buy,845554376
228,8690,buy,845555249
206,7773,view,845556223
171,8215,view,845555317
493,888,view,845555694
57,7832,click,845553619
77,4541,view,845555046
467,8211,view,845555006
603,8352,view,845555632
444,4100,view,845556462
352,7054,view,845556915
201,4960,view,845554584
598,9329,click,845556506
282,6075,click,845555656
578,5356,buy,845556194
316,7039,buy,845554584
535,606,view,845555514
193,2377,view,845556222
479,914,view,845556194
420,6885,click,845556241
40,4188,click,845555514
350,8088,click,845556120
575,9621,view,845555675
535,9054,click,845556340
213,8962,view,845555694
392,2679,view,845556412
550,6818,view,845556181
494,3974,buy,845556340
4,2161,click,845556448
525,3624,view,845556241
453,4533,view,845556808
252,1961,view,845556567
201,4750,view,845556475
53,6000,click,845556808
115,5984,view,845556323
398,4744,view,845556412
375,1946,view,845556506
149,1480,view,845556694
138,1629,view,845556462
441,143,view,845556694
548,6962,view,845556860
151,4371,click,845556579
335,4646,view,845555571
7,6457,click,845556278
24,5137,buy,845555454
404,472,view,1106635946
389,2775,view,1106635993
524,9702,click,1106635520
166,6377,view,1106635925
26,6488,view,1106635987
474,6688,buy,1106635933
126,2378,view,1106635915
81,5975,view,1106635937
456,6939,buy,1106635532
118,7828,view,1106635917
104,9084,click,1106635714
382,6000,buy,1106635971
561,9729,view,1106635940
474,5098,click,1106635922
265,2383,view,1106635912
58,422,buy,1106712636
93,6257,buy,1106635981
71,732,view,1106636810
310,2107,view,1106635943
366,3460,buy,1106635685
324,4247,view,1106712615
100,6620,click,1106635502
127,9061,click,1106712613
153,4027,click,1106635996
137,5605,click,1106635462
149,1817,view,1106635965
462,130,view,1106635496
521,4580,view,1106635464
446,8221,click,1106712575
296,5290,click,1106635678
406,7934,view,1106635681
412,4757,view,1106635489
332,2613,view,1106635423
310,3692,buy,1106635429
156,5863,view,1107127060
414,9583,view,1106635653
111,3902,view,1106635416
409,5538,view,1106635484
480,5669,view,1106635444
597,1383,click,1106635657
123,6537,buy,1106713565
216,5618,buy,1106712559
69,2884,click,1106635625
568,7971,click,1106635640
457,4453,click,1106712553
227,4358,buy,1106635540
181,453,click,1113542732
501,1205,click,1106635420
538,4919,view,1106713072
167,5218,buy,1106713076
253,4032,click,1106713081
384,5074,view,1106635648
440,5087,view,1106712546
433,9574,view,1106635500
58,1251,click,1106713005
321,1868,view,1106712549
251,5098,buy,1106636534
104,4854,click,1106712541
344,5343,view,1106635630
103,6829,click,1106635733
465,4451,view,1106636596
480,1258,view,1106635635
145,2658,view,1161738301
490,9998,buy,1106712913
412,2812,buy,1106635742
52,9429,buy,1110855253
337,6005,view,1106635524
590,9319,view,1107127033
303,7794,view,1106712869
85,2171,view,1106635749
480,3443,view,1109746591
22,9115,buy,1161738352
155,6372,view,1106635738
317,1804,view,1106636531
507,5595,click,1106636718
214,3047,view,1106636702
253,6319,view,1106636589
195,803,buy,1106636610
220,7628,click,1106712866
344,4354,view,1106636606
527,439,view,1106635735
391,8990,view,1106636707
536,6777,click,1106712820
140,789,view,1106636612
328,2256,view,1106635745
496,4598,view,1106713586
15,6925,view,1106635705
408,9183,view,1106636527
572,5196,view,1106636600
385,9002,view,1106712818
529,9368,view,1106636516
607,6303,buy,1106712831
66,9780,click,1157949714
434,8277,view,1106636584
544,2264,view,1106712827
606,8647,view,1106712812
366,9883,view,1106636579
498,5762,view,1106636520
216,5199,click,1173051472
316,1979,buy,1107473963
172,4512,click,1106713442
529,6978,view,1106636782
503,2393,view,1106636592
521,3209,buy,1108602792
343,5351,click,1106636844
121,7583,view,1106636511
583,2665,click,1108602755
334,5782,click,1106779625
434,1064,buy,1161738306
21,8525,click,1106636602
340,1479,view,1109746594
398,9402,view,1106713549
70,3715,view,1118025961
568,8814,click,1110757877
177,3320,buy,1122333561
415,7385,view,1110757890
184,849,view,1106636098
269,7165,view,1110173697
107,5298,buy,1106636064
322,9908,click,1106636095
349,6908,buy,1106636069
397,9139,click,1111552650
81,845,view,1106636101
465,5141,view,1107474020
482,1958,buy,1113353083
162,5151,view,1107127004
290,729,buy,1118025982
222,425,view,1118025946
551,3033,buy,1122940686
94,5401,view,1118026013
64,8776,click,1128486479
380,2210,click,1116550784
413,2609,buy,1121041079
367,4314,view,1121041002
281,5798,click,1125442102
493,6371,buy,1121041015
261,2888,view,1122333538
93,9275,view,1162163504
181,5392,view,1149548381
317,8115,buy,1144806100
497,4057,click,1157949636
554,7298,view,1157066190
132,5406,click,1159225196
464,5576,view,1161738279
212,4590,view,1157949732
555,3148,view,1169687318
476,4911,view,1162163488
272,2975,view,1174263740
7,2191,view,1165876367
219,6517,click,1174263775
572,3835,view,1176181731
1,9951,click,1173051469
438,1074,view,839463806
558,5281,view,839463509
452,912,buy,839463806
50,5045,view,839463564
568,4713,click,839463624
112,3451,buy,839463546
597,6136,view,839463644
147,9647,click,839463546
185,9024,view,839463644
545,780,buy,839463527
193,8375,click,839464076
122,1706,click,839463422
252,3934,view,839463451
99,335,view,839463509
185,6774,click,839463856
437,9728,click,839463509
455,8583,view,839463470
201,4396,view,839464076
608,3214,click,839463767
548,4629,buy,839463856
464,6870,view,839463509
150,6114,click,839463767
498,4375,view,839463489
276,1055,view,839463422
460,3319,buy,839463644
156,5188,view,839463489
111,2683,buy,839463509
512,9246,buy,839463527
493,3506,view,839463767
422,706,view,839463546
124,2654,click,839463564
41,2434,view,839463644
40,8380,buy,839463422
373,1240,buy,839463702
159,5205,view,839463728
525,8415,view,839463546
107,5672,view,839463489
102,8919,view,839463527
197,4641,click,839463624
79,9310,view,839463728
504,5197,view,839463728
106,5311,view,839463702
258,568,view,839463702
36,1141,buy,839463422
518,4127,click,839463422
87,1170,view,839463470
387,798,view,839463728
521,7559,view,1044656650
137,4533,view,1044657119
78,9263,view,1044656650
91,1633,view,1044656716
174,8503,view,1044657102
338,860,view,1044657026
514,6009,click,1044657026
17,8904,click,1044656650
590,3085,buy,1044657088
281,7749,buy,1044656716
11,4548,buy,1044657088
294,5645,click,1044656650
131,7764,click,1044656716
373,8170,click,1044657200
274,4694,buy,1044657237
600,7987,view,1044656650
427,2086,click,1044657072
390,5665,click,1044657221
224,6794,view,1044656716
566,9821,view,1044656650
294,1472,buy,1044656650
516,648,click,1044657051
586,9301,view,1044657221
55,1742,click,1044656650
385,1709,click,1044657051
140,253,click,1044656811
514,5504,buy,1044656811
468,4468,view,1044656792
67,2608,view,1044656836
511,2508,click,1044656836
289,2550,click,1044656836
149,3754,view,1044656836
272,1194,view,1044657318
328,5089,click,1044657269
170,6352,buy,1044656962
179,5114,view,1044656792
61,2,click,1044657318
192,3273,view,1044657144
579,7938,view,1044656934
375,8233,view,1044656908
591,5005,buy,1044656962
427,1959,view,1044657338
305,6258,view,1044657185
301,8752,view,1044657269
477,6413,view,1044657072
69,336,click,1044657285
220,8504,click,1455303387
204,2717,view,1455301685
393,9722,click,1455306173
214,7954,view,1455357645
211,5050,view,1455302254
350,5063,view,1455306152
393,7390,view,1455619275
450,3270,view,1455303518
475,7483,view,1455357613
192,9318,view,1455301699
167,5382,view,1455306183
394,4737,view,1455356378
326,6369,buy,1455357517
142,2888,view,1455356388
390,6018,click,1455356578
374,9934,view,1455356582
447,3471,view,1455356591
342,8671,buy,1455398344
445,3681,buy,1455302676
402,5437,view,1455356595
592,9637,view,1455398321
522,6143,click,1455356385
340,9032,view,1455301798
94,2318,buy,1455399329
163,2295,buy,1455301898
313,3741,view,1455357578
50,2440,view,1455303078
64,2731,click,1455356588
350,5869,click,1455397999
244,1234,click,1455357557
247,6548,click,1455303070
546,4115,view,1455306101
534,7696,view,1455398379
532,8712,click,1455301621
577,9699,view,1455399533
9,8147,buy,1455302670
324,4293,view,1455356347
145,5841,click,1455399087
290,8260,view,1455303046
323,1021,click,1455402085
269,7476,view,1455303057
496,6342,buy,1455399289
599,7543,view,1455356656
200,3593,view,1455398107
464,5693,view,1455301847
73,3776,click,1455356713
547,1470,click,1455356327
566,1819,view,1455397936
197,4686,click,1455303064
337,878,view,1455302401
383,1447,view,1455302697
117,1880,click,1455398160
459,686,buy,1455398096
324,6123,click,1455357527
215,7959,buy,1455357602
484,1359,buy,1455398153
274,5005,click,1455357626
326,1273,view,1455302031
248,1189,click,1455356796
59,7792,view,1455301745
495,9957,view,1455301854
460,8494,click,1455401876
123,6357,buy,1455302162
596,4198,view,1455357502
153,8622,view,1455356357
99,9907,view,1455359663
578,3602,buy,1455399396
352,7238,buy,1455356320
242,4833,view,1455301825
273,9273,click,1455357531
485,5636,view,1455302791
496,1624,buy,1455302113
379,5431,click,1455357564
36,7959,view,1455398002
222,622,buy,1455302689
516,1826,view,1455301965
390,3669,view,1455398339
209,547,view,1455302183
455,7317,view,1455356863
165,3662,buy,1455357607
432,3946,view,1455357596
536,7113,view,1455304158
499,7782,view,1455302747
219,2125,click,1455399200
285,5053,click,1455357636
88,9248,click,1455398141
381,511,click,1455301869
383,9322,click,1455301741
19,191,buy,1455399573
339,1747,view,1455356987
169,6404,click,1455301822
480,161,view,1455398131
443,429,view,1455356351
252,2640,buy,1455356691
418,6757,view,1455357541
172,7416,view,1455302684
515,3934,view,1455356988
341,3403,view,1455306124
102,8642,click,1455399347
167,3517,view,1455357716
134,9540,view,1455302591
